ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
9866,Sulfotransferase 1C4,SULT1C4,,,O75897,ST1C4_HUMAN,2AD1; 2GWH,SULT1C4,,HGNC:11457,Humans,DB00867
9937,C-C chemokine receptor type 4,CCR4,,,P51679,CCR4_HUMAN,,CCR4,,HGNC:1605,Humans,DB12498
1287,"3',5'-cyclic-AMP phosphodiesterase 4D",PDE4D,347130,L20970,Q08499,PDE4D_HUMAN,1E9K; 1MKD; 1OYN; 1PTW; 1Q9M; 1TB7; 1TBB; 1XOM; 1XON; 1XOQ; 1XOR; 1Y2B; 1Y2C; 1Y2D; 1Y2E; 1Y2K; 1ZKN; 2FM0; 2FM5; 2PW3; 2QYN; 3G4G; 3G4I; 3G4K; 3G4L; 3G58; 3IAD; 3IAK; 3K4S; 3SL3; 3SL4; 3SL5; 3SL6; 3SL8; 3V9B; 4OGB; 4W1O; 4WCU; 5K1I; 5K32; 5LBO; 5TKB; 5WH5; 5WH6; 5WQA; 6AKR; 6BOJ; 6F6U; 6F8R; 6F8T; 6F8U; 6F8V; 6F8W; 6F8X; 6FDC; 6FDI; 6FE7; 6FEB; 6FET; 6FT0; 6FTA; 6FTW; 6FW3; 6HWO; 6IAG; 6IBF; 6IM6; 6IMB; 6IMD; 6IMI; 6IMO; 6IMR; 6IMT; 6IND; 6INK; 6INM; 6KJZ; 6KK0; 6LRM; 6NJH; 6NJI; 6NJJ; 6RCW; 6ZBA; 7A8Q; 7A9V; 7AAG; 7AB9; 7ABD; 7ABE; 7ABJ; 7AY6; 7B9H; 7CBJ; 7CBQ; 7F2K; 7F2L; 7F2M; 7W4X; 7W4Y; 7XAA; 7XAB; 7XBB; 7YQF; 7YSX; 8K4C; 8K4H; 8W4Q; 8W4R; 8WDN; 8WDO; 8YLC,PDE4D,PDE4D,HGNC:8783,Humans,DB00201; DB01113
1223,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B",PDE3B,1145302,U38178,Q13370,PDE3B_HUMAN,1SO2; 1SOJ; 8SYC,PDE3B,PDE3B,HGNC:8779,Humans,DB00201; DB01113
182,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,3420185,AF043731,O76074,PDE5A_HUMAN,1RKP; 1T9R; 1T9S; 1TBF; 1UDT; 1UDU; 1UHO; 1XOZ; 1XP0; 2CHM; 2H40; 2H42; 2H44; 2XSS; 3B2R; 3BJC; 3HC8; 3HDZ; 3JWQ; 3JWR; 3LFV; 3MF0; 3SHY; 3SHZ; 3SIE; 3TGE; 3TGG; 4G2W; 4G2Y; 4I9Z; 4IA0; 4MD6; 4OEW; 4OEX; 5JO3; 5ZZ2; 6ACB; 6IWI; 6L6E; 6VBI; 7FAQ; 7FAR; 8W4S; 8W4T,PDE5A,PDE5A,HGNC:8784,Humans,DB00201; DB01113
3323,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",PDE1B,,U56976,Q01064,PDE1B_HUMAN,1TAZ; 4NPV; 4NPW; 5B25; 5UOY; 5UP0; 5W6E,PDE1B,PDE1B,HGNC:8775,Humans,DB00201; DB01113
346,"Glutamate receptor ionotropic, kainate 1",GRIK1,455448,L19058,P39086,GRIK1_HUMAN,2ZNS; 2ZNT; 2ZNU; 3FUZ; 3FV1; 3FV2; 3FVG; 3FVK; 3FVN; 3FVO; 4MF3,GRIK1,GRIK1,HGNC:4579,Humans,DB00273
826,"Glutamate receptor ionotropic, kainate 2",GRIK2,790532,U16126,Q13002,GRIK2_HUMAN,3QXM; 5CMM,GRIK2,GRIK2,HGNC:4580,Humans,DB00273
832,"Glutamate receptor ionotropic, kainate 3",GRIK3,790534,U16127,Q13003,GRIK3_HUMAN,,GRIK3,GRIK3,HGNC:4581,Humans,DB00273
827,"Glutamate receptor ionotropic, kainate 4",GRIK4,544590,S67803,Q16099,GRIK4_HUMAN,,GRIK4,GRIK4,HGNC:4582,Humans,DB00273
828,"Glutamate receptor ionotropic, kainate 5",GRIK5,251840,S40369,Q16478,GRIK5_HUMAN,,GRIK5,GRIK5,HGNC:4583,Humans,DB00273
9951,Dystrophin,DMD,,,P11532,DMD_HUMAN,1DXX; 1EG3; 1EG4; 3UUN,DMD,,HGNC:2928,Humans,DB05016; DB15593
9960,Nectin-4,NECTIN4,,,Q96NY8,NECT4_HUMAN,4FRW; 4GJT; 4JJH,NECTIN4,,HGNC:19688,Humans,DB13007
687,Thyroid hormone receptor alpha,THRA,825639,X55074,P10827,THA_HUMAN,1NAV; 2H77; 2H79; 3HZF; 3ILZ; 3JZB; 4LNW; 4LNX; 7QDT,THRA,THRA,HGNC:11796,Humans and other mammals,DB01118
315,Thyroid hormone receptor beta,THRB,31207,X04707,P10828,THB_HUMAN,1BSX; 1N46; 1NAX; 1NQ0; 1NQ1; 1NQ2; 1NUO; 1Q4X; 1R6G; 1XZX; 1Y0X; 2J4A; 2NLL; 2PIN; 3D57; 3GWS; 3IMY; 3JZC; 4ZO1; 6KKB; 6KKE; 6KNU; 6KNV; 6KNW; 7WLX; 7WMG; 7WMH; 7WMJ; 7WML; 7WMN; 7WMO,THRB,THRB,HGNC:11799,Humans and other mammals,DB01118
9994,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,PPARGC1B,,,Q86YN6,PRGC2_HUMAN,3SP6; 6D0Y,PPARGC1B,,HGNC:30022,Humans,DB01118
10011,P2X purinoceptor 3,P2RX3,,,P56373,P2RX3_HUMAN,5SVJ; 5SVK; 5SVL; 5SVM; 5SVP; 5SVQ; 5SVR; 5SVS; 5SVT; 5YVE; 6AH4; 6AH5; 9IK1,P2RX3,,HGNC:8534,Humans,DB15097
10017,P2X purinoceptor 2,P2RX2,,,Q9UBL9,P2RX2_HUMAN,,P2RX2,,HGNC:15459,Humans,DB15097
10008,Lysophosphatidic acid receptor 4,LPAR4,,,Q99677,LPAR4_HUMAN,,LPAR4,,HGNC:4478,,DB01069
10002,Lysophosphatidic acid receptor 6,LPAR6,,,P43657,LPAR6_HUMAN,,LPAR6,,HGNC:15520,,DB01069
10014,P2X purinoceptor 1,P2RX1,,,P51575,P2RX1_HUMAN,,P2RX1,,HGNC:8533,,DB01069
10017,P2X purinoceptor 2,P2RX2,,,Q9UBL9,P2RX2_HUMAN,,P2RX2,,HGNC:15459,,DB01069
10011,P2X purinoceptor 3,P2RX3,,,P56373,P2RX3_HUMAN,5SVJ; 5SVK; 5SVL; 5SVM; 5SVP; 5SVQ; 5SVR; 5SVS; 5SVT; 5YVE; 6AH4; 6AH5; 9IK1,P2RX3,,HGNC:8534,,DB01069
5840,P2X purinoceptor 4,P2RX4,,,Q99571,P2RX4_HUMAN,,P2RX4,,HGNC:8535,,DB01069
10020,P2X purinoceptor 5,P2RX5,,,Q93086,P2RX5_HUMAN,,P2RX5,,HGNC:8536,,DB01069
9996,P2X purinoceptor 6,P2RX6,,,O15547,P2RX6_HUMAN,,P2RX6,,HGNC:8538,,DB01069
9999,P2X purinoceptor 7,P2RX7,,,Q99572,P2RX7_HUMAN,,P2RX7,,HGNC:8537,,DB01069
10005,P2Y purinoceptor 1,P2RY1,,,P47900,P2RY1_HUMAN,4XNV; 4XNW; 7XXH,P2RY1,,HGNC:8539,,DB01069
5427,P2Y purinoceptor 11,P2RY11,,,Q96G91,P2Y11_HUMAN,,P2RY11,,HGNC:8540,,DB01069
110,P2Y purinoceptor 12,P2RY12,12083902,AF313449,Q9H244,P2Y12_HUMAN,4NTJ; 4PXZ; 4PY0; 7PP1; 7XXI,P2RY12,P2RY12,HGNC:18124,,DB01069
10026,P2Y purinoceptor 13,P2RY13,,,Q9BPV8,P2Y13_HUMAN,,P2RY13,,HGNC:4537,,DB01069
10032,P2Y purinoceptor 14,P2RY14,,,Q15391,P2Y14_HUMAN,,P2RY14,,HGNC:16442,,DB01069
2401,P2Y purinoceptor 2,P2RY2,,U07225,P41231,P2RY2_HUMAN,,P2RY2,P2RY2,HGNC:8541,,DB01069
10023,P2Y purinoceptor 4,P2RY4,,,P51582,P2RY4_HUMAN,,P2RY4,,HGNC:8542,,DB01069
10035,P2Y purinoceptor 8,P2RY8,,,Q86VZ1,P2RY8_HUMAN,,P2RY8,,HGNC:15524,,DB01069
10029,Putative P2Y purinoceptor 10,P2RY10,,,O00398,P2Y10_HUMAN,8KGG,P2RY10,,HGNC:19906,,DB01069
4726,A-type voltage-gated potassium channel KCND1,KCND1,,,Q9NSA2,KCND1_HUMAN,,KCND1,,HGNC:6237,,DB00228; DB01069; DB01110
3603,A-type voltage-gated potassium channel KCND2,KCND2,4530478,AF121104,Q9NZV8,KCND2_HUMAN,7E7Z; 7E83; 7E84; 7E87; 7E8B; 7E8E; 7E8H; 7F0J; 7F3F; 7UK5; 7UKC; 7UKD; 7UKE; 7UKF; 7UKG; 7UKH,KCND2,,HGNC:6238,,DB00228; DB01069; DB01110
3604,A-type voltage-gated potassium channel KCND3,KCND3,2935434,AF048712,Q9UK17,KCND3_HUMAN,1S1G; 2NZ0; 7W3Y; 7W6N; 7W6S; 7W6T,KCND3,,HGNC:6239,,DB00228; DB01069; DB01110
10053,Delayed-rectifier potassium channel regulatory subunit KCNS1,KCNS1,,,Q96KK3,KCNS1_HUMAN,,KCNS1,,HGNC:6300,,DB00228; DB01069; DB01110
10047,Delayed-rectifier potassium channel regulatory subunit KCNS3,KCNS3,,,Q9BQ31,KCNS3_HUMAN,,KCNS3,,HGNC:6302,,DB00228; DB01069; DB01110
781,Potassium voltage-gated channel subfamily A member 1,KCNA1,186663,L02750,Q09470,KCNA1_HUMAN,,KCNA1,KCNA1,HGNC:6218,,DB00228; DB01069; DB01110
4720,Potassium voltage-gated channel subfamily A member 10,KCNA10,,,Q16322,KCA10_HUMAN,,KCNA10,,HGNC:6219,,DB00228; DB01069; DB01110
4715,Potassium voltage-gated channel subfamily A member 2,KCNA2,,,P16389,KCNA2_HUMAN,,KCNA2,,HGNC:6220,,DB00228; DB01069; DB01110
4716,Potassium voltage-gated channel subfamily A member 3,KCNA3,,,P22001,KCNA3_HUMAN,4BGC; 7EJ1; 7EJ2; 7SSV; 7SSX; 7SSY; 7SSZ; 8DFL,KCNA3,,HGNC:6221,,DB00228; DB01069; DB01110
4502,Potassium voltage-gated channel subfamily A member 4,KCNA4,,,P22459,KCNA4_HUMAN,,KCNA4,,HGNC:6222,,DB00228; DB01069; DB01110
4717,Potassium voltage-gated channel subfamily A member 5,KCNA5,,,P22460,KCNA5_HUMAN,,KCNA5,,HGNC:6224,,DB00228; DB01069; DB01110
4718,Potassium voltage-gated channel subfamily A member 6,KCNA6,,,P17658,KCNA6_HUMAN,,KCNA6,,HGNC:6225,,DB00228; DB01069; DB01110
4721,Potassium voltage-gated channel subfamily B member 1,KCNB1,,,Q14721,KCNB1_HUMAN,7RE5; 7SPD,KCNB1,,HGNC:6231,,DB00228; DB01069; DB01110
4722,Potassium voltage-gated channel subfamily B member 2,KCNB2,,,Q92953,KCNB2_HUMAN,,KCNB2,,HGNC:6232,,DB00228; DB01069; DB01110
489,Potassium voltage-gated channel subfamily E member 1,KCNE1,386838,M26685,P15382,KCNE1_HUMAN,2K21,KCNE1,KCNE1,HGNC:6240,,DB00228; DB01069; DB01110
10074,Potassium voltage-gated channel subfamily E member 2,KCNE2,,,Q9Y6J6,KCNE2_HUMAN,2M0Q,KCNE2,,HGNC:6242,,DB00228; DB01069; DB01110
10071,Potassium voltage-gated channel subfamily E member 3,KCNE3,,,Q9Y6H6,KCNE3_HUMAN,2NDJ; 6V00; 6V01,KCNE3,,HGNC:6243,,DB00228; DB01069; DB01110
10089,Potassium voltage-gated channel subfamily E member 4,KCNE4,,,Q8WWG9,KCNE4_HUMAN,,KCNE4,,HGNC:6244,,DB00228; DB01069; DB01110
10044,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,KCNE5,,,Q9UJ90,KCNE5_HUMAN,,KCNE5,,HGNC:6241,,DB00228; DB01069; DB01110
672,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,2465531,AF000571,P51787,KCNQ1_HUMAN,3BJ4; 3HFC; 3HFE; 4UMO; 4V0C; 6MIE; 6UZZ; 6V00; 6V01; 7VUO; 7VVD; 7VVH; 7XNI; 7XNK; 7XNL; 7XNN; 8SIK; 8SIM; 8SIN,KCNQ1,KCNQ1,HGNC:6294,,DB00228; DB01069; DB01110
897,Potassium voltage-gated channel subfamily KQT member 2,KCNQ2,1841342,D82346,O43526,KCNQ2_HUMAN,5J03; 6FEG; 6FEH; 7CR0; 7CR1; 7CR2; 7CR3; 7CR4; 7CR7; 8IJK; 8IZY; 8J00; 8J01; 8J02; 8J03; 8J04; 8J05; 8W4U; 8X43,KCNQ2,KCNQ2,HGNC:6296,,DB00228; DB01069; DB01110
2398,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,5J03,KCNQ3,KCNQ3,HGNC:6297,,DB00228; DB01069; DB01110
2399,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,,AF105202,P56696,KCNQ4_HUMAN,2OVC; 4GOW; 6N5W; 7BYL; 7BYM; 7BYN; 7VNP; 7VNQ; 7VNR,KCNQ4,KCNQ4,HGNC:6298,,DB00228; DB01069; DB01110
2400,Potassium voltage-gated channel subfamily KQT member 5,KCNQ5,,AF249278,Q9NR82,KCNQ5_HUMAN,6B8Q,KCNQ5,KCNQ5,HGNC:6299,,DB00228; DB01069; DB01110
10086,Potassium voltage-gated channel subfamily V member 1,KCNV1,,,Q6PIU1,KCNV1_HUMAN,,KCNV1,,HGNC:18861,,DB00228; DB01069; DB01110
10068,Potassium voltage-gated channel subfamily V member 2,KCNV2,,,Q8TDN2,KCNV2_HUMAN,,KCNV2,,HGNC:19698,,DB00228; DB01069; DB01110
5116,Voltage-gated delayed rectifier potassium channel KCNH1,KCNH1,,,O95259,KCNH1_HUMAN,5J7E,KCNH1,,HGNC:6250,,DB00228; DB01069; DB01110
10077,Voltage-gated delayed rectifier potassium channel KCNH4,KCNH4,,,Q9UQ05,KCNH4_HUMAN,,KCNH4,,HGNC:6253,,DB00228; DB01069; DB01110
10041,Voltage-gated delayed rectifier potassium channel KCNH5,KCNH5,,,Q8NCM2,KCNH5_HUMAN,7YID; 7YIE; 7YIF; 7YIG; 7YIH; 7YIJ,KCNH5,,HGNC:6254,,DB00228; DB01069; DB01110
10062,Voltage-gated delayed rectifier potassium channel KCNH8,KCNH8,,,Q96L42,KCNH8_HUMAN,,KCNH8,,HGNC:18864,,DB00228; DB01069; DB01110
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,,DB00228; DB01069; DB01110
10056,Voltage-gated inwardly rectifying potassium channel KCNH3,KCNH3,,,Q9ULD8,KCNH3_HUMAN,,KCNH3,,HGNC:6252,,DB00228; DB01069; DB01110
462,Voltage-gated inwardly rectifying potassium channel KCNH6,KCNH6,11878259,AF311913,Q9H252,KCNH6_HUMAN,,KCNH6,KCNH6,HGNC:18862,,DB00228; DB01069; DB01110
699,Voltage-gated inwardly rectifying potassium channel KCNH7,KCNH7,4104136,AF032897,Q9NS40,KCNH7_HUMAN,6Y7Q,KCNH7,KCNH7,HGNC:18863,,DB00228; DB01069; DB01110
4723,Voltage-gated potassium channel KCNC1,KCNC1,,,P48547,KCNC1_HUMAN,7PHH; 7PHI; 7PHK; 7PHL; 7PQT; 7PQU; 8F1C; 8F1D; 8QUC; 8QUD,KCNC1,,HGNC:6233,,DB00228; DB01069; DB01110
4724,Voltage-gated potassium channel KCNC2,KCNC2,,,Q96PR1,KCNC2_HUMAN,,KCNC2,,HGNC:6234,,DB00228; DB01069; DB01110
4725,Voltage-gated potassium channel KCNC3,KCNC3,,,Q14003,KCNC3_HUMAN,,KCNC3,,HGNC:6235,,DB00228; DB01069; DB01110
3319,Voltage-gated potassium channel KCNC4,KCNC4,,AL137790,Q03721,KCNC4_HUMAN,1B4G; 1B4I; 1ZTN,KCNC4,KCNC4,HGNC:6236,,DB00228; DB01069; DB01110
10092,Voltage-gated potassium channel regulatory subunit KCNF1,KCNF1,,,Q9H3M0,KCNF1_HUMAN,,KCNF1,,HGNC:6246,,DB00228; DB01069; DB01110
10065,Voltage-gated potassium channel regulatory subunit KCNG1,KCNG1,,,Q9UIX4,KCNG1_HUMAN,,KCNG1,,HGNC:6248,,DB00228; DB01069; DB01110
10059,Voltage-gated potassium channel regulatory subunit KCNG2,KCNG2,,,Q9UJ96,KCNG2_HUMAN,,KCNG2,,HGNC:6249,,DB00228; DB01069; DB01110
10038,Voltage-gated potassium channel regulatory subunit KCNG3,KCNG3,,,Q8TAE7,KCNG3_HUMAN,,KCNG3,,HGNC:18306,,DB00228; DB01069; DB01110
10050,Voltage-gated potassium channel regulatory subunit KCNG4,KCNG4,,,Q8TDN1,KCNG4_HUMAN,,KCNG4,,HGNC:19697,,DB00228; DB01069; DB01110
10080,Voltage-gated potassium channel subunit beta-1,KCNAB1,,,Q14722,KCAB1_HUMAN,,KCNAB1,,HGNC:6228,,DB00228; DB01069; DB01110
10083,Voltage-gated potassium channel subunit beta-2,KCNAB2,,,Q13303,KCAB2_HUMAN,1ZSX; 7EJ1; 7EJ2; 7WF3; 7WF4,KCNAB2,,HGNC:6229,,DB00228; DB01069; DB01110
10093,Histone-lysine N-methyltransferase EZH1,EZH1,,,Q92800,EZH1_HUMAN,7KSO; 7KSR; 7KTP; 7TD5,EZH1,,HGNC:3526,Humans,DB12887
10096,50S ribosomal protein L1,rplA,,,Q2G0P0,RL1_STAA8,,,,,Staphylococcus aureus (strain NCTC 8325),DB01190
10099,Penicillin binding protein,PBP1,,,Q8L103,Q8L103_HELPX,,,,,Helicobacter pylori,DB01060
923,Mitogen-activated protein kinase 1,MAPK1,182191,M84489,P28482,MK01_HUMAN,1PME; 1TVO; 1WZY; 2OJG; 2OJI; 2OJJ; 2Y9Q; 3D42; 3D44; 3I5Z; 3I60; 3SA0; 3TEI; 3W55; 4FMQ; 4FUX; 4FUY; 4FV0; 4FV1; 4FV2; 4FV3; 4FV4; 4FV5; 4FV6; 4FV7; 4FV8; 4FV9; 4G6N; 4G6O; 4H3P; 4H3Q; 4IZ5; 4IZ7; 4IZA; 4N0S; 4NIF; 4O6E; 4QP1; 4QP2; 4QP3; 4QP4; 4QP6; 4QP7; 4QP8; 4QP9; 4QPA; 4QTA; 4QTE; 4XJ0; 4ZXT; 4ZZM; 4ZZN; 4ZZO; 5AX3; 5BUE; 5BUI; 5BUJ; 5BVD; 5BVE; 5BVF; 5K4I; 5LCJ; 5LCK; 5NGU; 5NHF; 5NHH; 5NHJ; 5NHL; 5NHO; 5NHP; 5NHV; 5V60; 5V61; 5V62; 5WP1; 6D5Y; 6DMG; 6G54; 6G8X; 6G91; 6G92; 6G93; 6G97; 6G9A; 6G9D; 6G9H; 6G9J; 6G9K; 6G9M; 6G9N; 6GDM; 6GDQ; 6GE0; 6GJB; 6GJD; 6NBS; 6OPG; 6OPH; 6OPI; 6Q7K; 6Q7S; 6Q7T; 6QA1; 6QA3; 6QA4; 6QAG; 6QAH; 6QAL; 6QAQ; 6QAW; 6RQ4; 6SLG; 7AUV; 7E73; 7E75; 7NQQ; 7NQW; 7NR3; 7NR5; 7NR8; 7NR9; 7OPM; 7W5O; 7X4U; 7XC1; 8AO2; 8AO3; 8AO4; 8AO5; 8AO6; 8AO7; 8AO8; 8AO9; 8AOA; 8AOB; 8AOC; 8AOD; 8AOE; 8AOF; 8AOG; 8AOH; 8AOI; 8AOJ; 8PSR; 8PST; 8PSW; 8PSY; 8PT0; 8PT1; 8PT3; 8PT5; 8U8J; 8U8K; 8ZJV,MAPK1,MAPK1,HGNC:6871,Humans,DB01017
1097,Mitogen-activated protein kinase 10,MAPK10,468151,U07620,P53779,MK10_HUMAN,1JNK; 1PMN; 1PMU; 1PMV; 2B1P; 2EXC; 2O0U; 2O2U; 2OK1; 2P33; 2R9S; 2WAJ; 2ZDT; 2ZDU; 3CGF; 3CGO; 3DA6; 3FI2; 3FI3; 3FV8; 3G90; 3G9L; 3G9N; 3KVX; 3OXI; 3OY1; 3PTG; 3RTP; 3TTI; 3TTJ; 3V6R; 3V6S; 4H36; 4H39; 4H3B; 4KKE; 4KKG; 4KKH; 4U79; 4W4V; 4W4W; 4W4X; 4W4Y; 4WHZ; 4X21; 4Y46; 4Y5H; 4Z9L; 6EKD; 6EMH; 6EQ9; 7KSI; 7KSJ; 7KSK; 7ORE; 7ORF; 7S1N; 7YL1; 8BZP; 8ENJ; 8WGF,MAPK10,MAPK10,HGNC:6872,Humans,DB01017
3390,Mitogen-activated protein kinase 11,MAPK11,,U53442,Q15759,MK11_HUMAN,3GC8; 3GC9; 3GP0; 8YGW,MAPK11,MAPK11,HGNC:6873,Humans,DB01017
2790,Mitogen-activated protein kinase 12,MAPK12,,X79483,P53778,MK12_HUMAN,1CM8; 4QUM; 6UNA; 7CGA,MAPK12,MAPK12,HGNC:6874,Humans,DB01017
3391,Mitogen-activated protein kinase 13,MAPK13,,Y10488,O15264,MK13_HUMAN,3COI; 4EYJ; 4EYM; 4MYG; 4YNO; 5EKN; 5EKO; 8X23,MAPK13,MAPK13,HGNC:6875,Humans,DB01017
1019,Mitogen-activated protein kinase 14,MAPK14,603917,L35263,Q16539,MK14_HUMAN,1A9U; 1BL6; 1BL7; 1BMK; 1DI9; 1IAN; 1KV1; 1KV2; 1M7Q; 1OUK; 1OUY; 1OVE; 1OZ1; 1R39; 1R3C; 1W7H; 1W82; 1W83; 1W84; 1WBN; 1WBO; 1WBS; 1WBT; 1WBV; 1WBW; 1WFC; 1YQJ; 1ZYJ; 1ZZ2; 1ZZL; 2BAJ; 2BAK; 2BAL; 2BAQ; 2FSL; 2FSM; 2FSO; 2FST; 2GFS; 2I0H; 2LGC; 2NPQ; 2OKR; 2ONL; 2QD9; 2RG5; 2RG6; 2Y8O; 2YIS; 2YIW; 2YIX; 2ZAZ; 2ZB0; 2ZB1; 3BV2; 3BV3; 3BX5; 3C5U; 3CTQ; 3D7Z; 3D83; 3DS6; 3DT1; 3E92; 3E93; 3FC1; 3FI4; 3FKL; 3FKN; 3FKO; 3FL4; 3FLN; 3FLQ; 3FLS; 3FLW; 3FLY; 3FLZ; 3FMH; 3FMJ; 3FMK; 3FML; 3FMM; 3FMN; 3FSF; 3FSK; 3GC7; 3GCP; 3GCQ; 3GCS; 3GCU; 3GCV; 3GFE; 3GI3; 3HA8; 3HEC; 3HEG; 3HL7; 3HLL; 3HP2; 3HP5; 3HRB; 3HUB; 3HUC; 3HV3; 3HV4; 3HV5; 3HV6; 3HV7; 3HVC; 3IPH; 3ITZ; 3IW5; 3IW6; 3IW7; 3IW8; 3K3I; 3K3J; 3KF7; 3KQ7; 3L8S; 3L8X; 3LFA; 3LFB; 3LFC; 3LFD; 3LFE; 3LFF; 3LHJ; 3MGY; 3MH0; 3MH1; 3MH2; 3MH3; 3MPA; 3MPT; 3MVL; 3MVM; 3MW1; 3NEW; 3NNU; 3NNV; 3NNW; 3NNX; 3NWW; 3O8P; 3O8T; 3O8U; 3OBG; 3OBJ; 3OC1; 3OCG; 3OD6; 3ODY; 3ODZ; 3OEF; 3PG3; 3QUD; 3QUE; 3RIN; 3ROC; 3S3I; 3S4Q; 3U8W; 3UVP; 3UVQ; 3UVR; 3ZS5; 3ZSG; 3ZSH; 3ZSI; 3ZYA; 4A9Y; 4AA0; 4AA4; 4AA5; 4AAC; 4DLI; 4DLJ; 4E5A; 4E5B; 4E6A; 4E6C; 4E8A; 4EH2; 4EH3; 4EH4; 4EH5; 4EH6; 4EH7; 4EH8; 4EH9; 4EHV; 4EWQ; 4F9W; 4F9Y; 4FA2; 4GEO; 4KIN; 4KIP; 4KIQ; 4L8M; 4R3C; 4ZTH; 5ETA; 5ETC; 5ETF; 5ETI; 5ML5; 5MTX; 5MTY; 5MZ3; 5N63; 5N64; 5N65; 5N66; 5N67; 5N68; 5O8U; 5O8V; 5OMG; 5OMH; 5TBE; 5TCO; 5WJJ; 5XYX; 5XYY; 6ANL; 6HWT; 6HWU; 6HWV; 6M95; 6M9L; 6OHD; 6QDZ; 6QE1; 6QYX; 6RFO; 6SFI; 6SFJ; 6SFK; 6SFO; 6TCA; 6ZQS; 6ZWP; 8A8M; 8VXE,MAPK14,MAPK14,HGNC:6876,Humans,DB01017
9429,Mitogen-activated protein kinase 15,MAPK15,,,Q8TD08,MK15_HUMAN,,MAPK15,,HGNC:24667,Humans,DB01017
1062,Mitogen-activated protein kinase 3,MAPK3,31221,X60188,P27361,MK03_HUMAN,2ZOQ; 4QTB; 6GES,MAPK3,MAPK3,HGNC:6877,Humans,DB01017
9430,Mitogen-activated protein kinase 4,MAPK4,,,P31152,MK04_HUMAN,,MAPK4,,HGNC:6878,Humans,DB01017
9722,Mitogen-activated protein kinase 6,MAPK6,,,Q16659,MK06_HUMAN,6YKY; 6YLC; 6YLL; 7AQB,MAPK6,,HGNC:6879,Humans,DB01017
9431,Mitogen-activated protein kinase 7,MAPK7,,,Q13164,MK07_HUMAN,2Q8Y; 4B99; 4IC7; 4IC8; 4ZSG; 4ZSJ; 4ZSL; 5BYY; 5BYZ; 5O7I; 6HKM; 6HKN; 7PUS,MAPK7,,HGNC:6880,Humans,DB01017
3790,Mitogen-activated protein kinase 8,MAPK8,474901,L26318,P45983,MK08_HUMAN,1UKH; 1UKI; 2G01; 2GMX; 2H96; 2NO3; 2XRW; 2XS0; 3ELJ; 3O17; 3O2M; 3PZE; 3V3V; 3VUD; 3VUG; 3VUH; 3VUI; 3VUK; 3VUL; 3VUM; 4AWI; 4E73; 4G1W; 4HYS; 4HYU; 4IZY; 4L7F; 4QTD; 4UX9; 4YR8; 5LW1; 6F5E; 6ZR5; 8PT8; 8PT9; 8PTA; 8X5M,MAPK8,,HGNC:6881,Humans,DB01017
3772,Mitogen-activated protein kinase 9,MAPK9,598183,L31951,P45984,MK09_HUMAN,3E7O; 3NPC; 7CML; 7N8T; 8ELC,MAPK9,,HGNC:6886,Humans,DB01017
10105,Type I iodothyronine deiodinase,DIO1,,,P49895,IOD1_HUMAN,,DIO1,,HGNC:2883,Humans,DB00550
311,5-hydroxytryptamine receptor 3A,HTR3A,681914,D49394,P46098,5HT3A_HUMAN,8AXD; 8BL8; 8BLA; 8BLB,HTR3A,HTR3A,HGNC:5297,Humans,DB00246
4817,5-hydroxytryptamine receptor 3B,HTR3B,,,O95264,5HT3B_HUMAN,,HTR3B,,HGNC:5298,Humans,DB00246
4818,5-hydroxytryptamine receptor 3C,HTR3C,,,Q8WXA8,5HT3C_HUMAN,,HTR3C,,HGNC:24003,Humans,DB00246
4819,5-hydroxytryptamine receptor 3D,HTR3D,,,Q70Z44,5HT3D_HUMAN,,HTR3D,,HGNC:24004,Humans,DB00246
4820,5-hydroxytryptamine receptor 3E,HTR3E,,,A5X5Y0,5HT3E_HUMAN,,HTR3E,,HGNC:24005,Humans,DB00246
10122,RNA-directed RNA polymerase L,L,,,Q05318,L_EBOZM,,,,,Zaire ebolavirus (strain Mayinga-76),DB14761
10131,RNA-directed RNA polymerase catalytic subunit,PB1,,,Q809M3,RDRP_I01A0,,,,,Influenza A virus (strain A/Silky Chicken/Hong Kong/SF189/2001 H5N1 genotype A),DB12466
